Index,Date,name,Scenario,Figure,Value,BusinessUnit,Factor
572,2020-06-01,Coal Mined (Mt),Plan,Year-To-Date,41.79312,Deep Earth Exploration Unit,1000000
573,2020-07-01,Coal Mined (Mt),Actual,Year-To-Date,10.26444,ACME,1000000
574,2020-07-01,Coal Mined (Mt),Actual,Month,1.4988,ACME,1000000
575,2020-07-01,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
576,2020-07-01,Utility (%),Actual,Year-To-Date,47.66436,Deep Earth Exploration Unit,1
577,2020-07-01,Utility (%),Actual,Month,58.18584,Deep Earth Exploration Unit,1
578,2020-07-01,Utility (%),Plan,Year-To-Date,59.16,Deep Earth Exploration Unit,1
579,2020-07-01,Utility (%),Plan,Month,59.4,Deep Earth Exploration Unit,1
580,2020-07-01,Coal Mined (Mt),Plan,Year-To-Date,7.66644,ACME,1000000
581,2020-07-01,Coal Mined (Mt),Plan,Month,1.70952,ACME,1000000
582,2020-07-01,Yield (%),Actual,Year-To-Date,36.14688,Deep Earth Exploration Unit,1
583,2020-07-01,Yield (%),Actual,Month,36.25008,Deep Earth Exploration Unit,1
584,2020-07-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
585,2020-07-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
586,2020-07-01,Coal Dry Mining (Mt),Actual,Year-To-Date,8.13828,Deep Earth Exploration Unit,1000000
587,2020-07-01,Coal Dry Mining (Mt),Actual,Month,1.42224,Deep Earth Exploration Unit,1000000
588,2020-07-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.0,Deep Earth Exploration Unit,1000000
589,2020-07-01,Coal Dry Mining (Mt),Plan,Month,0.0,Deep Earth Exploration Unit,1000000
590,2020-07-01,Coal Dry Mining (Mt),Actual,Year-To-Date,2.75904,ACME,1000000
591,2020-07-01,Coal Dry Mining (Mt),Actual,Month,0.5712,ACME,1000000
592,2020-07-01,Coal Dry Mining (Mt),Plan,Year-To-Date,1.99416,ACME,1000000
593,2020-07-01,Drills per Hour (TOH),Actual,Month,29948.9166,Pacific Surface Mining Solutions,1
594,2020-07-01,Drills per Hour (TOH),Actual,Month,24453.85632,Geomining Innovations,1
595,2020-07-01,Drills per Hour (TOH),Actual,Month,265.10496,Deep Earth Exploration Unit,1
596,2020-07-01,Drills per Hour (TOH),Actual,Month,120.77508,ACME,1
597,2020-07-01,Drills per Hour (TOH),Actual,Month,49256.69136,Rock Solid Enterprises,1
598,2020-07-01,Drills per Hour (TOH),Actual,Month,5039.96232,Core Extraction Systems,1
599,2020-07-01,Drills per Hour (TOH),Actual,Month,7152.09708,Mineral Extraction Technologies,1
600,2020-07-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5049.49224,Quarrying Ventures,1
601,2020-07-01,Rate (Mt.EFH Km),Actual,Month,4803.21204,Quarrying Ventures,1
602,2020-07-01,Rate (Mt.EFH Km),Actual,Year-To-Date,7935.13416,Geomining Innovations,1
603,2020-07-01,Rate (Mt.EFH Km),Actual,Month,8011.39464,Geomining Innovations,1
604,2020-07-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4992.34452,Core Extraction Systems,1
605,2020-07-01,Rate (Mt.EFH Km),Actual,Month,6378.6966,Core Extraction Systems,1
606,2020-07-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4056.1446,Mineral Extraction Technologies,1
607,2020-07-01,Rate (Mt.EFH Km),Actual,Month,4206.86376,Mineral Extraction Technologies,1
608,2020-07-01,Coal Mined (Mt),Actual,Year-To-Date,44.66388,Deep Earth Exploration Unit,1000000
609,2020-07-01,Coal Mined (Mt),Actual,Month,6.91452,Deep Earth Exploration Unit,1000000
610,2020-07-01,Coal Mined (Mt),Plan,Year-To-Date,49.45956,Deep Earth Exploration Unit,1000000
611,2020-08-01,Coal Mined (Mt),Actual,Year-To-Date,11.86608,ACME,1000000
612,2020-08-01,Coal Mined (Mt),Actual,Month,1.60164,ACME,1000000
613,2020-08-01,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
614,2020-08-01,Utility (%),Actual,Year-To-Date,48.96876,Deep Earth Exploration Unit,1
615,2020-08-01,Utility (%),Actual,Month,58.09932,Deep Earth Exploration Unit,1
616,2020-08-01,Utility (%),Plan,Year-To-Date,60.285,Deep Earth Exploration Unit,1
617,2020-08-01,Utility (%),Plan,Month,68.16,Deep Earth Exploration Unit,1
618,2020-08-01,Coal Mined (Mt),Plan,Year-To-Date,7.66644,ACME,1000000
619,2020-08-01,Coal Mined (Mt),Plan,Month,1.76376,ACME,1000000
620,2020-08-01,Yield (%),Actual,Year-To-Date,36.98076,Deep Earth Exploration Unit,1
621,2020-08-01,Yield (%),Actual,Month,42.81816,Deep Earth Exploration Unit,1
622,2020-08-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
623,2020-08-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
624,2020-08-01,Coal Dry Mining (Mt),Actual,Year-To-Date,9.58164,Deep Earth Exploration Unit,1000000
625,2020-08-01,Coal Dry Mining (Mt),Actual,Month,1.44336,Deep Earth Exploration Unit,1000000
626,2020-08-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.0,Deep Earth Exploration Unit,1000000
627,2020-08-01,Coal Dry Mining (Mt),Plan,Month,0.0,Deep Earth Exploration Unit,1000000
628,2020-08-01,Coal Dry Mining (Mt),Actual,Year-To-Date,3.2748,ACME,1000000
629,2020-08-01,Coal Dry Mining (Mt),Actual,Month,0.51576,ACME,1000000
630,2020-08-01,Coal Dry Mining (Mt),Plan,Year-To-Date,2.34228,ACME,1000000
631,2020-08-01,Drills per Hour (TOH),Actual,Month,29895.6972,Pacific Surface Mining Solutions,1
632,2020-08-01,Drills per Hour (TOH),Actual,Month,23593.58616,Geomining Innovations,1
633,2020-08-01,Drills per Hour (TOH),Actual,Month,269.47272,Deep Earth Exploration Unit,1
634,2020-08-01,Drills per Hour (TOH),Actual,Month,157.74288,ACME,1
635,2020-08-01,Drills per Hour (TOH),Actual,Month,49389.98808,Rock Solid Enterprises,1
636,2020-08-01,Drills per Hour (TOH),Actual,Month,4955.7582,Core Extraction Systems,1
637,2020-08-01,Drills per Hour (TOH),Actual,Month,6623.68788,Mineral Extraction Technologies,1
638,2020-08-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5010.35952,Quarrying Ventures,1
639,2020-08-01,Rate (Mt.EFH Km),Actual,Month,4741.47924,Quarrying Ventures,1
640,2020-08-01,Rate (Mt.EFH Km),Actual,Year-To-Date,7978.42668,Geomining Innovations,1
641,2020-08-01,Rate (Mt.EFH Km),Actual,Month,8275.83012,Geomining Innovations,1
642,2020-08-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5014.31964,Core Extraction Systems,1
643,2020-08-01,Rate (Mt.EFH Km),Actual,Month,5162.14908,Core Extraction Systems,1
644,2020-08-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4028.42928,Mineral Extraction Technologies,1
645,2020-08-01,Rate (Mt.EFH Km),Actual,Month,3843.9834,Mineral Extraction Technologies,1
646,2020-08-01,Coal Mined (Mt),Actual,Year-To-Date,52.12344,Deep Earth Exploration Unit,1000000
647,2020-08-01,Coal Mined (Mt),Actual,Month,7.45956,Deep Earth Exploration Unit,1000000
648,2020-08-01,Coal Mined (Mt),Plan,Year-To-Date,57.126,Deep Earth Exploration Unit,1000000
649,2020-09-01,Coal Mined (Mt),Actual,Year-To-Date,13.70244,ACME,1000000
650,2020-09-01,Coal Mined (Mt),Actual,Month,1.83636,ACME,1000000
651,2020-09-01,Coal Dry Mining (Mt),Plan,Month,0.33696,ACME,1000000
652,2020-09-01,Utility (%),Actual,Year-To-Date,49.2,Deep Earth Exploration Unit,1
653,2020-09-01,Utility (%),Actual,Month,57.6,Deep Earth Exploration Unit,1
654,2020-09-01,Utility (%),Plan,Year-To-Date,61.11996,Deep Earth Exploration Unit,1
655,2020-09-01,Utility (%),Plan,Month,67.8,Deep Earth Exploration Unit,1
656,2020-09-01,Coal Mined (Mt),Plan,Year-To-Date,5.06916,ACME,1000000
657,2020-09-01,Coal Mined (Mt),Plan,Month,1.80396,ACME,1000000
658,2020-09-01,Yield (%),Actual,Year-To-Date,37.2,Deep Earth Exploration Unit,1
659,2020-09-01,Yield (%),Actual,Month,42.0,Deep Earth Exploration Unit,1
660,2020-09-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
661,2020-09-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
662,2020-09-01,Coal Dry Mining (Mt),Actual,Year-To-Date,10.99188,Deep Earth Exploration Unit,1000000
663,2020-09-01,Coal Dry Mining (Mt),Actual,Month,1.41024,Deep Earth Exploration Unit,1000000
664,2020-09-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.0,Deep Earth Exploration Unit,1000000
665,2020-09-01,Coal Dry Mining (Mt),Plan,Month,0.0,Deep Earth Exploration Unit,1000000
666,2020-09-01,Coal Dry Mining (Mt),Actual,Year-To-Date,3.78132,ACME,1000000
667,2020-09-01,Coal Dry Mining (Mt),Actual,Month,0.50664,ACME,1000000
668,2020-09-01,Coal Dry Mining (Mt),Plan,Year-To-Date,2.67924,ACME,1000000
669,2020-09-01,Drills per Hour (TOH),Actual,Month,30009.67236,Pacific Surface Mining Solutions,1
670,2020-09-01,Drills per Hour (TOH),Actual,Month,20032.47588,Geomining Innovations,1
671,2020-09-01,Drills per Hour (TOH),Actual,Month,258.48432,Deep Earth Exploration Unit,1
672,2020-09-01,Drills per Hour (TOH),Actual,Month,143.08392,ACME,1
673,2020-09-01,Drills per Hour (TOH),Actual,Month,48561.77412,Rock Solid Enterprises,1
674,2020-09-01,Drills per Hour (TOH),Actual,Month,5488.97676,Core Extraction Systems,1
675,2020-09-01,Drills per Hour (TOH),Actual,Month,6722.65764,Mineral Extraction Technologies,1
676,2020-09-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5016.10944,Quarrying Ventures,1
677,2020-09-01,Rate (Mt.EFH Km),Actual,Month,5062.8762,Quarrying Ventures,1
678,2020-09-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8001.90888,Geomining Innovations,1
679,2020-09-01,Rate (Mt.EFH Km),Actual,Month,8192.86524,Geomining Innovations,1
680,2020-09-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5052.7188,Core Extraction Systems,1
681,2020-09-01,Rate (Mt.EFH Km),Actual,Month,5359.32432,Core Extraction Systems,1
682,2020-09-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4097.47728,Mineral Extraction Technologies,1
683,2020-09-01,Rate (Mt.EFH Km),Actual,Month,4660.7598,Mineral Extraction Technologies,1
684,2020-09-01,Coal Mined (Mt),Actual,Year-To-Date,59.11908,Deep Earth Exploration Unit,1000000
685,2020-09-01,Coal Mined (Mt),Actual,Month,6.99576,Deep Earth Exploration Unit,1000000
686,2020-09-01,Coal Mined (Mt),Plan,Year-To-Date,62.19516,Deep Earth Exploration Unit,1000000
687,2020-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5151.35184,Core Extraction Systems,1
688,2020-10-01,Rate (Mt.EFH Km),Actual,Month,5991.01584,Core Extraction Systems,1
689,2020-10-01,Utility (%),Actual,Month,49.371,Deep Earth Exploration Unit,1
690,2020-10-01,Utility (%),Plan,Year-To-Date,61.56,Deep Earth Exploration Unit,1
691,2020-10-01,Utility (%),Plan,Month,65.52,Deep Earth Exploration Unit,1
692,2020-10-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.0,Deep Earth Exploration Unit,1000000
693,2020-10-01,Coal Dry Mining (Mt),Plan,Month,0.0,Deep Earth Exploration Unit,1000000
694,2020-10-01,Coal Dry Mining (Mt),Actual,Year-To-Date,4.15452,ACME,1000000
695,2020-10-01,Coal Dry Mining (Mt),Actual,Month,0.3732,ACME,1000000
696,2020-10-01,Coal Dry Mining (Mt),Plan,Year-To-Date,3.02748,ACME,1000000
697,2020-10-01,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
698,2020-10-01,Utility (%),Actual,Year-To-Date,49.2,Deep Earth Exploration Unit,1
699,2020-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4107.15684,Mineral Extraction Technologies,1
700,2020-10-01,Rate (Mt.EFH Km),Actual,Month,4192.94112,Mineral Extraction Technologies,1
701,2020-10-01,Coal Mined (Mt),Actual,Year-To-Date,65.10216,Deep Earth Exploration Unit,1000000
702,2020-10-01,Coal Mined (Mt),Actual,Month,5.98296,Deep Earth Exploration Unit,1000000
703,2020-10-01,Coal Mined (Mt),Plan,Year-To-Date,69.50448,Deep Earth Exploration Unit,1000000
704,2020-10-01,Coal Mined (Mt),Plan,Month,7.30932,Deep Earth Exploration Unit,1000000
705,2020-10-01,Coal Mined (Mt),Actual,Year-To-Date,15.23604,ACME,1000000
706,2020-10-01,Coal Mined (Mt),Actual,Month,1.5336,ACME,1000000
707,2020-10-01,Coal Mined (Mt),Plan,Year-To-Date,7.30932,ACME,1000000
708,2020-10-01,Coal Mined (Mt),Plan,Month,1.9008,ACME,1000000
709,2020-10-01,Yield (%),Actual,Year-To-Date,34.68,Deep Earth Exploration Unit,1
710,2020-10-01,Yield (%),Actual,Month,34.64388,Deep Earth Exploration Unit,1
711,2020-10-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
712,2020-10-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
713,2020-10-01,Coal Dry Mining (Mt),Actual,Year-To-Date,12.38616,Deep Earth Exploration Unit,1000000
714,2020-10-01,Coal Dry Mining (Mt),Actual,Month,1.39428,Deep Earth Exploration Unit,1000000
715,2020-10-01,Drills per Hour (TOH),Actual,Month,30615.61164,Pacific Surface Mining Solutions,1
716,2020-10-01,Drills per Hour (TOH),Actual,Month,25792.14324,Geomining Innovations,1
717,2020-10-01,Drills per Hour (TOH),Actual,Month,225.94044,Deep Earth Exploration Unit,1
718,2020-10-01,Drills per Hour (TOH),Actual,Month,123.40128,ACME,1
719,2020-10-01,Drills per Hour (TOH),Actual,Month,46883.3478,Rock Solid Enterprises,1
720,2020-10-01,Drills per Hour (TOH),Actual,Month,5346.56436,Core Extraction Systems,1
721,2020-10-01,Drills per Hour (TOH),Actual,Month,6717.26952,Mineral Extraction Technologies,1
722,2020-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5004.59064,Quarrying Ventures,1
723,2020-10-01,Rate (Mt.EFH Km),Actual,Month,4902.7788,Quarrying Ventures,1
724,2020-10-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8049.80136,Geomining Innovations,1
725,2020-11-01,Coal Mined (Mt),Actual,Year-To-Date,16.96416,ACME,1000000
726,2020-11-01,Coal Mined (Mt),Actual,Month,1.72812,ACME,1000000
727,2020-11-01,Coal Dry Mining (Mt),Plan,Month,0.33696,ACME,1000000
728,2020-11-01,Utility (%),Actual,Year-To-Date,48.93636,Deep Earth Exploration Unit,1
729,2020-11-01,Utility (%),Actual,Month,39.19164,Deep Earth Exploration Unit,1
730,2020-11-01,Utility (%),Plan,Year-To-Date,61.9854,Deep Earth Exploration Unit,1
731,2020-11-01,Utility (%),Plan,Month,66.24,Deep Earth Exploration Unit,1
732,2020-11-01,Coal Mined (Mt),Plan,Year-To-Date,7.41912,ACME,1000000
733,2020-11-01,Coal Mined (Mt),Plan,Month,1.77552,ACME,1000000
734,2020-11-01,Yield (%),Actual,Year-To-Date,35.5896,Deep Earth Exploration Unit,1
735,2020-11-01,Yield (%),Actual,Month,44.60736,Deep Earth Exploration Unit,1
736,2020-11-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
737,2020-11-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
738,2020-11-01,Coal Dry Mining (Mt),Actual,Year-To-Date,14.10504,Deep Earth Exploration Unit,1000000
739,2020-11-01,Coal Dry Mining (Mt),Actual,Month,1.71888,Deep Earth Exploration Unit,1000000
740,2020-11-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.0,Deep Earth Exploration Unit,1000000
741,2020-11-01,Coal Dry Mining (Mt),Plan,Month,0.0,Deep Earth Exploration Unit,1000000
742,2020-11-01,Coal Dry Mining (Mt),Actual,Year-To-Date,4.65432,ACME,1000000
743,2020-11-01,Coal Dry Mining (Mt),Actual,Month,0.49968,ACME,1000000
744,2020-11-01,Coal Dry Mining (Mt),Plan,Year-To-Date,3.36444,ACME,1000000
745,2020-11-01,Drills per Hour (TOH),Actual,Month,30943.89504,Pacific Surface Mining Solutions,1
746,2020-11-01,Drills per Hour (TOH),Actual,Month,24547.69356,Geomining Innovations,1
747,2020-11-01,Drills per Hour (TOH),Actual,Month,204.1854,Deep Earth Exploration Unit,1
748,2020-11-01,Drills per Hour (TOH),Actual,Month,141.22596,ACME,1
749,2020-11-01,Drills per Hour (TOH),Actual,Month,49329.28404,Rock Solid Enterprises,1
750,2020-11-01,Drills per Hour (TOH),Actual,Month,4904.87652,Core Extraction Systems,1
751,2020-11-01,Drills per Hour (TOH),Actual,Month,6999.396,Mineral Extraction Technologies,1
752,2020-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4973.5608,Quarrying Ventures,1
753,2020-11-01,Rate (Mt.EFH Km),Actual,Month,4658.09052,Quarrying Ventures,1
754,2020-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8085.39528,Geomining Innovations,1
755,2020-11-01,Rate (Mt.EFH Km),Actual,Month,8463.96924,Geomining Innovations,1
756,2020-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5177.61648,Core Extraction Systems,1
757,2020-11-01,Rate (Mt.EFH Km),Actual,Month,5417.2452,Core Extraction Systems,1
758,2020-11-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4136.33328,Mineral Extraction Technologies,1
759,2020-11-01,Rate (Mt.EFH Km),Actual,Month,4433.67648,Mineral Extraction Technologies,1
760,2020-11-01,Coal Mined (Mt),Actual,Year-To-Date,71.0634,Deep Earth Exploration Unit,1000000
761,2020-11-01,Coal Mined (Mt),Actual,Month,5.96124,Deep Earth Exploration Unit,1000000
762,2020-11-01,Coal Mined (Mt),Plan,Year-To-Date,76.92372,Deep Earth Exploration Unit,1000000
763,2020-12-01,Coal Mined (Mt),Actual,Year-To-Date,18.39888,ACME,1000000
764,2020-12-01,Coal Mined (Mt),Actual,Month,1.43472,ACME,1000000
765,2020-12-01,Coal Dry Mining (Mt),Plan,Month,0.34824,ACME,1000000
766,2020-12-01,Utility (%),Actual,Year-To-Date,49.15884,Deep Earth Exploration Unit,1
767,2020-12-01,Utility (%),Actual,Month,51.48,Deep Earth Exploration Unit,1
768,2020-12-01,Utility (%),Plan,Year-To-Date,62.43996,Deep Earth Exploration Unit,1
769,2020-12-01,Utility (%),Plan,Month,67.44,Deep Earth Exploration Unit,1
770,2020-12-01,Coal Mined (Mt),Plan,Year-To-Date,7.66644,ACME,1000000
771,2020-12-01,Coal Mined (Mt),Plan,Month,1.72368,ACME,1000000
772,2020-12-01,Yield (%),Actual,Year-To-Date,37.22724,Deep Earth Exploration Unit,1
773,2020-12-01,Yield (%),Actual,Month,36.95028,Deep Earth Exploration Unit,1
774,2020-12-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
775,2020-12-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
776,2020-12-01,Coal Dry Mining (Mt),Actual,Year-To-Date,15.83088,Deep Earth Exploration Unit,1000000
777,2020-12-01,Coal Dry Mining (Mt),Actual,Month,1.72584,Deep Earth Exploration Unit,1000000
778,2020-12-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.0,Deep Earth Exploration Unit,1000000
779,2020-12-01,Coal Dry Mining (Mt),Plan,Month,0.0,Deep Earth Exploration Unit,1000000
780,2020-12-01,Coal Dry Mining (Mt),Actual,Year-To-Date,5.04084,ACME,1000000
781,2020-12-01,Coal Dry Mining (Mt),Actual,Month,0.38664,ACME,1000000
782,2020-12-01,Coal Dry Mining (Mt),Plan,Year-To-Date,3.71256,ACME,1000000
783,2020-12-01,Drills per Hour (TOH),Actual,Month,30987.1872,Pacific Surface Mining Solutions,1
784,2020-12-01,Drills per Hour (TOH),Actual,Month,33287.8896,Geomining Innovations,1
785,2020-12-01,Drills per Hour (TOH),Actual,Month,228.09516,Deep Earth Exploration Unit,1
786,2020-12-01,Drills per Hour (TOH),Actual,Month,127.87656,ACME,1
787,2020-12-01,Drills per Hour (TOH),Actual,Month,49956.92424,Rock Solid Enterprises,1
788,2020-12-01,Drills per Hour (TOH),Actual,Month,4922.54256,Core Extraction Systems,1
789,2020-12-01,Drills per Hour (TOH),Actual,Month,7115.36124,Mineral Extraction Technologies,1
790,2020-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5014.75452,Quarrying Ventures,1
791,2020-12-01,Rate (Mt.EFH Km),Actual,Month,5459.9124,Quarrying Ventures,1
792,2020-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8042.95284,Geomining Innovations,1
793,2020-12-01,Rate (Mt.EFH Km),Actual,Month,7565.02728,Geomining Innovations,1
794,2020-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5155.01628,Core Extraction Systems,1
795,2020-12-01,Rate (Mt.EFH Km),Actual,Month,4946.06352,Core Extraction Systems,1
796,2020-12-01,Rate (Mt.EFH Km),Actual,Year-To-Date,4151.08272,Mineral Extraction Technologies,1
797,2020-12-01,Rate (Mt.EFH Km),Actual,Month,4305.40332,Mineral Extraction Technologies,1
798,2020-12-01,Coal Mined (Mt),Actual,Year-To-Date,76.03476,Deep Earth Exploration Unit,1000000
799,2020-12-01,Coal Mined (Mt),Actual,Month,4.97148,Deep Earth Exploration Unit,1000000
800,2020-12-01,Coal Mined (Mt),Plan,Year-To-Date,84.59016,Deep Earth Exploration Unit,1000000
801,2021-01-01,Rate (Mt.EFH Km),Actual,Month,4038.66672,Core Extraction Systems,1
802,2021-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,3693.65736,Mineral Extraction Technologies,1
803,2021-01-01,Utility (%),Plan,Year-To-Date,42.37296,Deep Earth Exploration Unit,1
804,2021-01-01,Utility (%),Plan,Month,42.37296,Deep Earth Exploration Unit,1
805,2021-01-01,Coal Dry Mining (Mt),Actual,Month,1.6722,Deep Earth Exploration Unit,1000000
806,2021-01-01,Coal Dry Mining (Mt),Plan,Year-To-Date,2.40516,Deep Earth Exploration Unit,1000000
807,2021-01-01,Coal Dry Mining (Mt),Plan,Month,2.40516,Deep Earth Exploration Unit,1000000
808,2021-01-01,Coal Dry Mining (Mt),Actual,Year-To-Date,0.57312,ACME,1000000
809,2021-01-01,Coal Dry Mining (Mt),Actual,Month,0.57312,ACME,1000000
810,2021-01-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.4218,ACME,1000000
811,2021-01-01,Coal Dry Mining (Mt),Plan,Month,0.4218,ACME,1000000
812,2021-01-01,Utility (%),Actual,Year-To-Date,45.85956,Deep Earth Exploration Unit,1
813,2021-01-01,Utility (%),Actual,Month,45.85956,Deep Earth Exploration Unit,1
814,2021-01-01,Rate (Mt.EFH Km),Actual,Month,3693.65736,Mineral Extraction Technologies,1
815,2021-01-01,Coal Mined (Mt),Actual,Year-To-Date,6.83256,Deep Earth Exploration Unit,1000000
816,2021-01-01,Coal Mined (Mt),Actual,Month,6.83256,Deep Earth Exploration Unit,1000000
817,2021-01-01,Coal Mined (Mt),Plan,Year-To-Date,7.02156,Deep Earth Exploration Unit,1000000
818,2021-01-01,Coal Mined (Mt),Plan,Month,7.02156,Deep Earth Exploration Unit,1000000
819,2021-01-01,Coal Mined (Mt),Actual,Year-To-Date,1.9338,ACME,1000000
820,2021-01-01,Coal Mined (Mt),Actual,Month,1.9338,ACME,1000000
821,2021-01-01,Coal Mined (Mt),Plan,Year-To-Date,1.87488,ACME,1000000
822,2021-01-01,Coal Mined (Mt),Plan,Month,1.87488,ACME,1000000
823,2021-01-01,Yield (%),Actual,Year-To-Date,38.2398,Deep Earth Exploration Unit,1
824,2021-01-01,Yield (%),Actual,Month,38.2398,Deep Earth Exploration Unit,1
825,2021-01-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
826,2021-01-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
827,2021-01-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.6722,Deep Earth Exploration Unit,1000000
828,2021-01-01,Drills per Hour (TOH),Actual,Month,31369.46412,Pacific Surface Mining Solutions,1
829,2021-01-01,Drills per Hour (TOH),Actual,Month,24127.72692,Geomining Innovations,1
830,2021-01-01,Drills per Hour (TOH),Actual,Month,215.3586,Deep Earth Exploration Unit,1
831,2021-01-01,Drills per Hour (TOH),Actual,Month,128.38116,ACME,1
832,2021-01-01,Drills per Hour (TOH),Actual,Month,49352.67396,Rock Solid Enterprises,1
833,2021-01-01,Drills per Hour (TOH),Actual,Month,4728.12528,Core Extraction Systems,1
834,2021-01-01,Drills per Hour (TOH),Actual,Month,6616.74012,Mineral Extraction Technologies,1
835,2021-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,5852.1516,Quarrying Ventures,1
836,2021-01-01,Rate (Mt.EFH Km),Actual,Month,5852.1516,Quarrying Ventures,1
837,2021-01-01,Rate (Mt.EFH Km),Actual,Year-To-Date,8217.603,Geomining Innovations,1
838,2021-01-01,Rate (Mt.EFH Km),Actual,Month,8217.603,Geomining Innovations,1
839,2021-02-01,Coal Mined (Mt),Actual,Year-To-Date,3.64776,ACME,1000000
840,2021-02-01,Coal Mined (Mt),Actual,Month,1.71396,ACME,1000000
841,2021-02-01,Coal Dry Mining (Mt),Plan,Month,0.381,ACME,1000000
842,2021-02-01,Utility (%),Actual,Year-To-Date,46.3794,Deep Earth Exploration Unit,1
843,2021-02-01,Utility (%),Actual,Month,46.89924,Deep Earth Exploration Unit,1
844,2021-02-01,Utility (%),Plan,Year-To-Date,46.35252,Deep Earth Exploration Unit,1
845,2021-02-01,Utility (%),Plan,Month,50.33208,Deep Earth Exploration Unit,1
846,2021-02-01,Coal Mined (Mt),Plan,Year-To-Date,3.46428,ACME,1000000
847,2021-02-01,Coal Mined (Mt),Plan,Month,1.5894,ACME,1000000
848,2021-02-01,Yield (%),Actual,Year-To-Date,40.37112,Deep Earth Exploration Unit,1
849,2021-02-01,Yield (%),Actual,Month,42.50244,Deep Earth Exploration Unit,1
850,2021-02-01,Yield (%),Plan,Year-To-Date,45.6,Deep Earth Exploration Unit,1
851,2021-02-01,Yield (%),Plan,Month,45.6,Deep Earth Exploration Unit,1
852,2021-02-01,Coal Dry Mining (Mt),Actual,Year-To-Date,3.11112,Deep Earth Exploration Unit,1000000
853,2021-02-01,Coal Dry Mining (Mt),Actual,Month,1.43892,Deep Earth Exploration Unit,1000000
854,2021-02-01,Coal Dry Mining (Mt),Plan,Year-To-Date,4.57764,Deep Earth Exploration Unit,1000000
855,2021-02-01,Coal Dry Mining (Mt),Plan,Month,2.17248,Deep Earth Exploration Unit,1000000
856,2021-02-01,Coal Dry Mining (Mt),Actual,Year-To-Date,1.03056,ACME,1000000
857,2021-02-01,Coal Dry Mining (Mt),Actual,Month,0.45756,ACME,1000000
858,2021-02-01,Coal Dry Mining (Mt),Plan,Year-To-Date,0.80292,ACME,1000000
859,2021-02-01,Drills per Hour (TOH),Actual,Month,31331.31252,Pacific Surface Mining Solutions,1
860,2021-02-01,Drills per Hour (TOH),Actual,Month,25226.26104,Geomining Innovations,1
861,2021-02-01,Drills per Hour (TOH),Actual,Month,206.26044,Deep Earth Exploration Unit,1
862,2021-02-01,Drills per Hour (TOH),Actual,Month,162.7572,ACME,1
